iteration,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,policy_loss,vf_loss,entropy,kl,elapsed_time,best_reward
304,-580.1,-115.0,-1915.0,99.0,0,0,0,0,14899.824681520462,-506.55
305,-596.0,-115.0,-1915.0,99.0,0,0,0,0,14951.602715015411,-506.55
306,-587.75,-115.0,-1290.0,99.0,0,0,0,0,15002.337760686874,-506.55
307,-596.95,-115.0,-1935.0,99.0,0,0,0,0,15053.619871854782,-506.55
308,-597.9,-115.0,-1935.0,99.0,0,0,0,0,15099.657136440277,-506.55
309,-613.6,-130.0,-1935.0,99.0,0,0,0,0,15149.019622087479,-506.55
310,-587.2,-110.0,-1935.0,99.0,0,0,0,0,15200.363835334778,-506.55
311,-600.2,-110.0,-1935.0,99.0,0,0,0,0,15248.037109613419,-506.55
312,-592.6,-110.0,-1595.0,99.0,0,0,0,0,15298.317398786545,-506.55
313,-577.3,-110.0,-1325.0,99.0,0,0,0,0,15347.09419131279,-506.55
314,-604.0,-110.0,-1325.0,99.0,0,0,0,0,15392.565156459808,-506.55
